transaction_id,date,customer_id,product,price,quantity,coupon_code,shipping_city,discount_percent,free_shipping,days_since_purchase,revenue
T0183,2025-07-04,C0013,USB-C Cable,12.5,2,SUMMER20,San Antonio,20,False,180,20.0
T0091,2025-07-05,C0089,Notebook Set,15.75,1,,Chicago,0,False,179,15.75
T0073,2025-07-06,C0045,Sunglasses,35.0,1,,Miami,0,False,178,35.0
T0485,2025-07-07,C0109,Keyboard,54.99,3,SAVE10,San Diego,10,False,177,148.473
T0548,2025-07-07,C0167,USB-C Cable,11.88,1,,Phoenix,0,False,177,11.88
T0457,2025-07-08,C0047,T-Shirt,22.0,1,FREESHIP,Nashville,0,True,176,22.0
T0591,2025-07-08,C0054,Backpack,56.05,2,,San Antonio,0,False,176,112.1
T0177,2025-07-09,C0138,Coffee Mug,13.95,5,,San Jose,0,False,175,69.75
T0138,2025-07-10,C0100,Desk Lamp,38.0,1,,San Jose,0,False,174,38.0
T0397,2025-07-10,C0153,Sunglasses,33.25,1,,Seattle,0,False,174,33.25
T0266,2025-07-11,C0195,Bluetooth Speaker,49.95,3,FREESHIP,San Jose,0,True,173,149.85000000000002
T0281,2025-07-11,C0011,Laptop Stand,42.0,4,,Portland,0,False,173,168.0
T0340,2025-07-11,C0077,Keyboard,54.99,2,,Denver,0,False,173,109.98
T0554,2025-07-11,C0193,Desk Lamp,41.8,3,,Dallas,0,False,173,125.39999999999999
T0272,2025-07-12,C0137,T-Shirt,20.9,1,,Phoenix,0,False,172,20.9
T0307,2025-07-12,C0072,Sunglasses,35.0,1,FREESHIP,Boston,0,True,172,35.0
T0082,2025-07-13,C0046,Yoga Mat,36.23,3,,Portland,0,False,171,108.69
T0320,2025-07-16,C0054,Notebook Set,15.0,1,,Houston,0,False,168,15.0
T0488,2025-07-16,C0124,Wireless Mouse,27.49,2,,San Antonio,0,False,168,54.98
T0547,2025-07-17,C0029,Desk Lamp,38.0,3,WELCOME15,Austin,15,False,167,96.89999999999999
T0031,2025-07-18,C0036,Backpack,59.0,1,SUMMER20,Charlotte,20,False,166,47.2
T0323,2025-07-18,C0075,Yoga Mat,34.5,1,WELCOME15,Houston,15,False,166,29.325
T0349,2025-07-18,C0022,Phone Case,17.49,1,,Minneapolis,0,False,166,17.49
T0219,2025-07-20,C0138,Water Bottle,19.99,2,WELCOME15,Austin,15,False,164,33.983
T0231,2025-07-20,C0132,Wireless Mouse,24.99,4,,San Antonio,0,False,164,99.96
T0114,2025-07-21,C0173,Desk Lamp,38.0,1,,Miami,0,False,163,38.0
T0083,2025-07-22,C0078,Yoga Mat,32.77,2,,Portland,0,False,162,65.54
T0160,2025-07-22,C0049,USB-C Cable,12.5,1,,Chicago,0,False,162,12.5
T0267,2025-07-22,C0043,Keyboard,54.99,1,,Boston,0,False,162,54.99
T0420,2025-07-22,C0132,Coffee Mug,13.25,1,,Charlotte,0,False,162,13.25
T0338,2025-07-23,C0033,Bluetooth Speaker,49.95,2,WELCOME15,Philadelphia,15,False,161,84.915
T0416,2025-07-23,C0097,Wireless Mouse,24.99,2,,Denver,0,False,161,49.98
T0534,2025-07-23,C0035,Phone Case,19.24,1,,New York,0,False,161,19.24
T0447,2025-07-24,C0094,Running Shoes,89.0,1,,Chicago,0,False,160,89.0
T0511,2025-07-24,C0141,Headphones,79.99,3,,Austin,0,False,160,239.96999999999997
T0090,2025-07-26,C0159,Coffee Mug,13.95,2,,Charlotte,0,False,158,27.9
T0529,2025-07-26,C0096,Notebook Set,15.75,1,,San Antonio,0,False,158,15.75
T0023,2025-07-27,C0055,Notebook Set,16.5,1,WELCOME15,Philadelphia,15,False,157,14.025
T0245,2025-07-27,C0046,Keyboard,54.99,1,,Portland,0,False,157,54.99
T0346,2025-07-27,C0186,Wireless Mouse,24.99,1,FREESHIP,Philadelphia,0,True,157,24.99
T0432,2025-07-28,C0172,Travel Organizer,27.5,5,,New York,0,False,156,137.5
T0175,2025-07-29,C0010,Notebook Set,15.0,2,SAVE10,Charlotte,10,False,155,27.0
T0293,2025-07-29,C0152,Bluetooth Speaker,49.95,2,,Houston,0,False,155,99.9
T0195,2025-07-30,C0166,Sunglasses,35.0,1,,Philadelphia,0,False,154,35.0
T0318,2025-07-30,C0147,Travel Organizer,30.25,1,,Charlotte,0,False,154,30.25
T0536,2025-07-30,C0009,Keyboard,54.99,1,SUMMER20,Miami,20,False,154,43.992000000000004
T0075,2025-07-31,C0201,Sunglasses,35.0,2,SUMMER20,San Jose,20,False,153,56.0
T0097,2025-08-01,C0183,Wireless Mouse,26.24,1,,Portland,0,False,152,26.24
T0145,2025-08-03,C0099,Coffee Mug,13.95,2,WELCOME15,Seattle,15,False,150,23.715
T0317,2025-08-03,C0118,Phone Case,19.24,2,SAVE10,Philadelphia,10,False,150,34.632
T0331,2025-08-03,C0137,Keyboard,52.24,2,SAVE10,Charlotte,10,False,150,94.03200000000001
T0414,2025-08-07,C0040,Desk Lamp,38.0,3,SAVE10,Austin,10,False,146,102.60000000000001
T0430,2025-08-07,C0051,Backpack,59.0,2,,New York,0,False,146,118.0
T0531,2025-08-07,C0207,Sunglasses,35.0,1,,Minneapolis,0,False,146,35.0
T0373,2025-08-08,C0122,Backpack,59.0,3,,Boston,0,False,145,177.0
T0532,2025-08-08,C0147,Bluetooth Speaker,49.95,5,,Chicago,0,False,145,249.75
T0583,2025-08-08,C0195,Notebook Set,15.0,1,,Austin,0,False,145,15.0
T0179,2025-08-09,C0081,Notebook Set,14.25,1,,Portland,0,False,144,14.25
T0428,2025-08-09,C0200,Backpack,61.95,1,SAVE10,Atlanta,10,False,144,55.755
T0465,2025-08-09,C0026,Wireless Mouse,24.99,1,SAVE10,Philadelphia,10,False,144,22.491
T0084,2025-08-10,C0199,Notebook Set,15.0,1,SUMMER20,San Antonio,20,False,143,12.0
T0579,2025-08-10,C0081,Laptop Stand,42.0,2,,Austin,0,False,143,84.0
T0596,2025-08-11,C0113,Backpack,59.0,1,,San Antonio,0,False,142,59.0
T0378,2025-08-13,C0210,Headphones,79.99,1,,Boston,0,False,140,79.99
T0406,2025-08-13,C0151,Desk Lamp,38.0,2,,Seattle,0,False,140,76.0
T0251,2025-08-14,C0174,Keyboard,54.99,1,SUMMER20,Atlanta,20,False,139,43.992000000000004
T0364,2025-08-14,C0154,Backpack,64.9,4,FREESHIP,Austin,0,True,139,259.6
T0452,2025-08-15,C0117,Coffee Mug,13.95,2,SAVE10,Atlanta,10,False,138,25.11
T0098,2025-08-16,C0160,T-Shirt,22.0,1,,Chicago,0,False,137,22.0
T0367,2025-08-16,C0151,USB-C Cable,13.75,2,,Charlotte,0,False,137,27.5
T0418,2025-08-16,C0123,USB-C Cable,12.5,1,,Boston,0,False,137,12.5
T0222,2025-08-17,C0055,Sunglasses,35.0,3,FREESHIP,Philadelphia,0,True,136,105.0
T0117,2025-08-18,C0089,USB-C Cable,11.88,1,SUMMER20,Nashville,20,False,135,9.504000000000001
T0474,2025-08-18,C0199,Phone Case,19.24,2,SAVE10,Los Angeles,10,False,135,34.632
T0366,2025-08-19,C0030,Coffee Mug,13.95,1,,Denver,0,False,134,13.95
T0587,2025-08-19,C0233,Headphones,75.99,1,,Austin,0,False,134,75.99
T0094,2025-08-20,C0103,Travel Organizer,27.5,1,,Atlanta,0,False,133,27.5
T0275,2025-08-21,C0003,Laptop Stand,42.0,2,,Boston,0,False,132,84.0
T0110,2025-08-22,C0103,Notebook Set,14.25,3,WELCOME15,Boston,15,False,131,36.3375
T0568,2025-08-23,C0104,Yoga Mat,34.5,2,,Seattle,0,False,130,69.0
T0079,2025-08-24,C0053,Sunglasses,33.25,1,,Philadelphia,0,False,129,33.25
T0174,2025-08-24,C0240,Water Bottle,18.99,1,,Seattle,0,False,129,18.99
T0517,2025-08-24,C0162,Notebook Set,14.25,3,,Portland,0,False,129,42.75
T0530,2025-08-24,C0099,Running Shoes,84.55,2,,Atlanta,0,False,129,169.1
T0360,2025-08-25,C0041,USB-C Cable,13.12,1,SAVE10,Houston,10,False,128,11.808
T0450,2025-08-26,C0217,T-Shirt,23.1,1,,Minneapolis,0,False,127,23.1
T0265,2025-08-27,C0222,Bluetooth Speaker,49.95,2,SAVE10,Miami,10,False,126,89.91000000000001
T0528,2025-08-28,C0091,Bluetooth Speaker,52.45,1,,Denver,0,False,125,52.45
T0325,2025-08-30,C0019,Keyboard,60.49,2,SAVE10,Los Angeles,10,False,123,108.882
T0358,2025-08-30,C0085,Bluetooth Speaker,49.95,1,,Minneapolis,0,False,123,49.95
T0168,2025-08-31,C0161,Sunglasses,38.5,4,,Los Angeles,0,False,122,154.0
T0269,2025-08-31,C0010,Coffee Mug,14.65,1,,Dallas,0,False,122,14.65
T0111,2025-09-01,C0109,Backpack,64.9,1,,Charlotte,0,False,121,64.9
T0600,2025-09-02,C0113,Desk Lamp,38.0,2,,Charlotte,0,False,120,76.0
T0129,2025-09-03,C0049,Yoga Mat,37.95,1,,Philadelphia,0,False,119,37.95
T0348,2025-09-03,C0226,T-Shirt,22.0,1,,Portland,0,False,119,22.0
T0359,2025-09-03,C0092,Water Bottle,19.99,2,,Atlanta,0,False,119,39.98
T0285,2025-09-04,C0141,Travel Organizer,27.5,3,,Atlanta,0,False,118,82.5
T0565,2025-09-04,C0149,Sunglasses,35.0,4,,New York,0,False,118,140.0
T0573,2025-09-04,C0186,Travel Organizer,30.25,4,,Portland,0,False,118,121.0
T0038,2025-09-07,C0010,Notebook Set,15.75,1,,San Diego,0,False,115,15.75
T0186,2025-09-07,C0233,Sunglasses,36.75,3,,Dallas,0,False,115,110.25
T0268,2025-09-08,C0161,T-Shirt,22.0,1,FREESHIP,San Jose,0,True,114,22.0
T0380,2025-09-08,C0057,Desk Lamp,39.9,1,SUMMER20,San Antonio,20,False,114,31.92
T0535,2025-09-08,C0147,USB-C Cable,12.5,1,WELCOME15,San Antonio,15,False,114,10.625
T0242,2025-09-09,C0081,Water Bottle,19.99,2,,Miami,0,False,113,39.98
T0264,2025-09-09,C0239,Portable Charger,45.0,1,,Miami,0,False,113,45.0
T0309,2025-09-09,C0043,Sunglasses,33.25,1,,Seattle,0,False,113,33.25
T0164,2025-09-10,C0195,T-Shirt,23.1,1,SUMMER20,Nashville,20,False,112,18.48
T0151,2025-09-11,C0002,Headphones,83.99,4,,Minneapolis,0,False,111,335.96
T0184,2025-09-11,C0186,USB-C Cable,12.5,2,,Miami,0,False,111,25.0
T0260,2025-09-11,C0168,Portable Charger,45.0,1,,Austin,0,False,111,45.0
T0255,2025-09-12,C0099,Sunglasses,33.25,2,,Austin,0,False,110,66.5
T0104,2025-09-13,C0208,Wireless Mouse,24.99,3,SUMMER20,Phoenix,20,False,109,59.976
T0030,2025-09-14,C0123,Laptop Stand,42.0,4,,Charlotte,0,False,108,168.0
T0362,2025-09-15,C0240,Notebook Set,15.0,2,FREESHIP,Houston,0,True,107,30.0
T0388,2025-09-15,C0234,Water Bottle,19.99,1,,Boston,0,False,107,19.99
T0020,2025-09-16,C0158,Keyboard,54.99,2,,Portland,0,False,106,109.98
T0382,2025-09-16,C0067,Desk Lamp,38.0,2,,San Diego,0,False,106,76.0
T0441,2025-09-16,C0231,Coffee Mug,15.35,4,WELCOME15,Atlanta,15,False,106,52.19
T0448,2025-09-16,C0240,Keyboard,52.24,4,FREESHIP,New York,0,True,106,208.96
T0153,2025-09-17,C0078,Laptop Stand,42.0,1,,Atlanta,0,False,105,42.0
T0290,2025-09-17,C0234,Notebook Set,16.5,1,,Atlanta,0,False,105,16.5
T0508,2025-09-17,C0007,Water Bottle,20.99,2,,San Jose,0,False,105,41.98
T0544,2025-09-18,C0018,Portable Charger,45.0,1,,Boston,0,False,104,45.0
T0212,2025-09-21,C0168,Notebook Set,16.5,1,,Seattle,0,False,101,16.5
T0223,2025-09-21,C0105,Backpack,59.0,1,,Denver,0,False,101,59.0
T0058,2025-09-22,C0070,Notebook Set,15.75,2,,Austin,0,False,100,31.5
T0133,2025-09-22,C0227,Headphones,87.99,2,,Phoenix,0,False,100,175.98
T0501,2025-09-22,C0112,Coffee Mug,15.35,2,,San Jose,0,False,100,30.7
T0555,2025-09-22,C0100,Travel Organizer,27.5,1,,Denver,0,False,100,27.5
T0570,2025-09-22,C0158,Desk Lamp,38.0,1,WELCOME15,Los Angeles,15,False,100,32.3
T0042,2025-09-23,C0031,Laptop Stand,42.0,1,,Boston,0,False,99,42.0
T0215,2025-09-23,C0080,Desk Lamp,38.0,1,SUMMER20,Seattle,20,False,99,30.400000000000002
T0282,2025-09-25,C0111,T-Shirt,22.0,1,,Portland,0,False,97,22.0
T0368,2025-09-25,C0211,Notebook Set,15.0,4,,Phoenix,0,False,97,60.0
T0389,2025-09-25,C0170,Phone Case,17.49,1,,Los Angeles,0,False,97,17.49
T0182,2025-09-26,C0067,Phone Case,17.49,1,FREESHIP,Dallas,0,True,96,17.49
T0118,2025-09-27,C0158,T-Shirt,22.0,2,,San Diego,0,False,95,44.0
T0252,2025-09-27,C0193,USB-C Cable,12.5,1,,Chicago,0,False,95,12.5
T0433,2025-09-27,C0117,Coffee Mug,14.65,2,,Denver,0,False,95,29.3
T0541,2025-09-27,C0127,Coffee Mug,14.65,1,SAVE10,Seattle,10,False,95,13.185
T0181,2025-09-28,C0106,Bluetooth Speaker,54.95,1,FREESHIP,Atlanta,0,True,94,54.95
T0294,2025-09-28,C0080,Yoga Mat,34.5,2,,Los Angeles,0,False,94,69.0
T0014,2025-09-29,C0004,Bluetooth Speaker,49.95,4,,Atlanta,0,False,93,199.8
T0199,2025-09-30,C0103,USB-C Cable,12.5,1,,Miami,0,False,92,12.5
T0103,2025-10-02,C0126,Portable Charger,45.0,1,WELCOME15,Denver,15,False,90,38.25
T0162,2025-10-02,C0166,Wireless Mouse,24.99,1,,Miami,0,False,90,24.99
T0415,2025-10-02,C0142,Wireless Mouse,23.74,1,,Boston,0,False,90,23.74
T0557,2025-10-03,C0016,Coffee Mug,15.35,2,,Charlotte,0,False,89,30.7
T0106,2025-10-04,C0062,Water Bottle,19.99,3,,Chicago,0,False,88,59.97
T0249,2025-10-04,C0216,Sunglasses,35.0,1,,Denver,0,False,88,35.0
T0352,2025-10-05,C0107,Sunglasses,35.0,1,,Nashville,0,False,87,35.0
T0377,2025-10-05,C0161,Coffee Mug,13.95,1,,Nashville,0,False,87,13.95
T0526,2025-10-05,C0087,Backpack,59.0,3,,Houston,0,False,87,177.0
T0049,2025-10-06,C0179,Yoga Mat,34.5,3,,Phoenix,0,False,86,103.5
T0093,2025-10-06,C0077,Running Shoes,93.45,2,,Minneapolis,0,False,86,186.9
T0105,2025-10-06,C0109,Backpack,59.0,1,,Minneapolis,0,False,86,59.0
T0405,2025-10-06,C0139,Travel Organizer,27.5,1,,Atlanta,0,False,86,27.5
T0435,2025-10-07,C0127,Desk Lamp,38.0,1,,Houston,0,False,85,38.0
T0477,2025-10-07,C0044,Portable Charger,45.0,2,,Phoenix,0,False,85,90.0
T0221,2025-10-08,C0152,Backpack,59.0,1,,San Antonio,0,False,84,59.0
T0411,2025-10-08,C0097,Coffee Mug,14.65,1,,Los Angeles,0,False,84,14.65
T0185,2025-10-09,C0240,Sunglasses,38.5,1,,Philadelphia,0,False,83,38.5
T0471,2025-10-09,C0015,USB-C Cable,12.5,1,SUMMER20,Boston,20,False,83,10.0
T0148,2025-10-10,C0221,Desk Lamp,38.0,1,,San Diego,0,False,82,38.0
T0046,2025-10-11,C0236,Running Shoes,89.0,2,,Chicago,0,False,81,178.0
T0437,2025-10-11,C0032,Yoga Mat,32.77,1,,Los Angeles,0,False,81,32.77
T0005,2025-10-13,C0161,Phone Case,18.36,3,,Nashville,0,False,79,55.08
T0126,2025-10-14,C0017,Backpack,64.9,3,FREESHIP,Portland,0,True,78,194.70000000000002
T0563,2025-10-14,C0020,Yoga Mat,34.5,1,,Phoenix,0,False,78,34.5
T0459,2025-10-15,C0097,Water Bottle,19.99,2,,Charlotte,0,False,77,39.98
T0316,2025-10-18,C0072,Desk Lamp,38.0,1,,San Diego,0,False,74,38.0
T0064,2025-10-19,C0238,T-Shirt,24.2,2,SAVE10,Nashville,10,False,73,43.56
T0429,2025-10-19,C0229,T-Shirt,22.0,3,,Dallas,0,False,73,66.0
T0206,2025-10-20,C0062,Wireless Mouse,24.99,1,SAVE10,Houston,10,False,72,22.491
T0178,2025-10-22,C0127,Notebook Set,15.75,1,,San Jose,0,False,70,15.75
T0436,2025-10-22,C0203,Desk Lamp,41.8,1,SAVE10,New York,10,False,70,37.62
T0479,2025-10-22,C0214,Desk Lamp,38.0,2,,San Diego,0,False,70,76.0
T0070,2025-10-23,C0145,Sunglasses,35.0,1,SAVE10,Boston,10,False,69,31.5
T0135,2025-10-23,C0171,Laptop Stand,42.0,2,,San Diego,0,False,69,84.0
T0146,2025-10-23,C0115,Wireless Mouse,24.99,2,,San Jose,0,False,69,49.98
T0470,2025-10-24,C0080,Water Bottle,19.99,1,,Austin,0,False,68,19.99
T0003,2025-10-25,C0015,Sunglasses,35.0,2,,Los Angeles,0,False,67,70.0
T0131,2025-10-26,C0215,T-Shirt,22.0,1,,Portland,0,False,66,22.0
T0599,2025-10-26,C0204,Yoga Mat,37.95,2,FREESHIP,Dallas,0,True,66,75.9
T0013,2025-10-27,C0111,Keyboard,54.99,2,SAVE10,Portland,10,False,65,98.982
T0580,2025-10-27,C0018,Running Shoes,84.55,2,,Seattle,0,False,65,169.1
T0597,2025-10-27,C0154,Notebook Set,14.25,1,SUMMER20,San Antonio,20,False,65,11.4
T0491,2025-10-28,C0081,Portable Charger,45.0,4,,Seattle,0,False,64,180.0
T0107,2025-10-29,C0220,Headphones,79.99,3,,New York,0,False,63,239.96999999999997
T0197,2025-10-29,C0064,Travel Organizer,30.25,1,,Minneapolis,0,False,63,30.25
T0492,2025-10-29,C0028,Notebook Set,16.5,1,,San Diego,0,False,63,16.5
T0592,2025-10-29,C0018,Portable Charger,45.0,3,,Chicago,0,False,63,135.0
T0236,2025-10-30,C0219,Keyboard,57.74,1,,Austin,0,False,62,57.74
T0327,2025-10-31,C0002,Water Bottle,19.99,2,,Atlanta,0,False,61,39.98
T0496,2025-10-31,C0016,Desk Lamp,38.0,2,WELCOME15,Los Angeles,15,False,61,64.6
T0081,2025-11-01,C0111,USB-C Cable,12.5,5,,Houston,0,False,60,62.5
T0006,2025-11-02,C0039,Keyboard,57.74,1,,Portland,0,False,59,57.74
T0400,2025-11-03,C0057,Portable Charger,45.0,1,,San Jose,0,False,58,45.0
T0068,2025-11-04,C0172,Laptop Stand,42.0,2,SUMMER20,Miami,20,False,57,67.2
T0150,2025-11-04,C0240,Running Shoes,93.45,1,,San Antonio,0,False,57,93.45
T0166,2025-11-04,C0182,Keyboard,54.99,1,SUMMER20,Boston,20,False,57,43.992000000000004
T0310,2025-11-04,C0173,USB-C Cable,12.5,3,,San Jose,0,False,57,37.5
T0059,2025-11-05,C0064,Wireless Mouse,27.49,2,,San Diego,0,False,56,54.98
T0345,2025-11-06,C0156,Travel Organizer,27.5,1,,Austin,0,False,55,27.5
T0096,2025-11-07,C0217,Coffee Mug,13.25,2,,Houston,0,False,54,26.5
T0139,2025-11-07,C0001,Water Bottle,20.99,2,,Atlanta,0,False,54,41.98
T0472,2025-11-07,C0157,Backpack,59.0,1,FREESHIP,Houston,0,True,54,59.0
T0246,2025-11-08,C0185,Sunglasses,35.0,4,SAVE10,Miami,10,False,53,126.0
T0303,2025-11-08,C0117,Running Shoes,89.0,3,,Atlanta,0,False,53,267.0
T0125,2025-11-10,C0037,Keyboard,54.99,3,,Denver,0,False,51,164.97
T0080,2025-11-11,C0217,Phone Case,19.24,1,SAVE10,Nashville,10,False,50,17.316
T0192,2025-11-11,C0143,Coffee Mug,13.95,1,,Charlotte,0,False,50,13.95
T0586,2025-11-11,C0145,Phone Case,19.24,2,FREESHIP,Houston,0,True,50,38.48
T0237,2025-11-12,C0171,Running Shoes,84.55,2,FREESHIP,Boston,0,True,49,169.1
T0143,2025-11-13,C0173,Running Shoes,89.0,1,,New York,0,False,48,89.0
T0034,2025-11-14,C0072,Wireless Mouse,26.24,3,FREESHIP,Minneapolis,0,True,47,78.72
T0351,2025-11-14,C0095,Travel Organizer,27.5,1,SUMMER20,Boston,20,False,47,22.0
T0350,2025-11-15,C0175,Notebook Set,14.25,3,SUMMER20,Los Angeles,20,False,46,34.2
T0069,2025-11-17,C0118,Running Shoes,89.0,2,,Minneapolis,0,False,44,178.0
T0137,2025-11-17,C0036,Backpack,61.95,2,WELCOME15,Nashville,15,False,44,105.315
T0155,2025-11-17,C0235,Keyboard,57.74,1,WELCOME15,Nashville,15,False,44,49.079
T0170,2025-11-17,C0187,Running Shoes,89.0,1,,San Antonio,0,False,44,89.0
T0232,2025-11-17,C0068,Phone Case,17.49,2,,Seattle,0,False,44,34.98
T0498,2025-11-17,C0105,Yoga Mat,34.5,5,,Philadelphia,0,False,44,172.5
T0274,2025-11-18,C0006,Keyboard,52.24,2,WELCOME15,Denver,15,False,43,88.808
T0276,2025-11-18,C0032,Laptop Stand,42.0,3,,Philadelphia,0,False,43,126.0
T0224,2025-11-19,C0086,Sunglasses,35.0,4,,San Antonio,0,False,42,140.0
T0270,2025-11-19,C0093,Portable Charger,49.5,2,,Nashville,0,False,42,99.0
T0424,2025-11-19,C0177,Water Bottle,20.99,1,,Atlanta,0,False,42,20.99
T0497,2025-11-19,C0103,Yoga Mat,32.77,1,,Chicago,0,False,42,32.77
T0288,2025-11-23,C0216,Running Shoes,84.55,1,,Denver,0,False,38,84.55
T0334,2025-11-23,C0065,Running Shoes,84.55,1,SAVE10,Miami,10,False,38,76.095
T0549,2025-11-24,C0090,Yoga Mat,37.95,2,,Los Angeles,0,False,37,75.9
T0456,2025-11-25,C0090,Yoga Mat,34.5,2,,Boston,0,False,36,69.0
T0040,2025-11-26,C0129,Sunglasses,33.25,1,FREESHIP,Charlotte,0,True,35,33.25
T0109,2025-11-26,C0110,Keyboard,60.49,1,,Seattle,0,False,35,60.49
T0227,2025-11-27,C0067,Backpack,59.0,1,,Phoenix,0,False,34,59.0
T0263,2025-11-29,C0204,Phone Case,17.49,2,,Atlanta,0,False,32,34.98
T0476,2025-11-29,C0138,Travel Organizer,27.5,1,,Boston,0,False,32,27.5
T0372,2025-11-30,C0078,Bluetooth Speaker,52.45,2,,Denver,0,False,31,104.9
T0401,2025-11-30,C0039,USB-C Cable,12.5,1,SAVE10,Phoenix,10,False,31,11.25
T0119,2025-12-01,C0233,Wireless Mouse,27.49,1,,Houston,0,False,30,27.49
T0566,2025-12-01,C0013,Bluetooth Speaker,49.95,4,WELCOME15,New York,15,False,30,169.83
T0404,2025-12-03,C0029,Bluetooth Speaker,49.95,3,SUMMER20,Seattle,20,False,28,119.88000000000002
T0033,2025-12-05,C0180,Portable Charger,45.0,2,,Atlanta,0,False,26,90.0
T0156,2025-12-05,C0098,Laptop Stand,42.0,2,,Chicago,0,False,26,84.0
T0302,2025-12-05,C0153,Yoga Mat,34.5,1,,Minneapolis,0,False,26,34.5
T0383,2025-12-05,C0080,T-Shirt,20.9,4,,Denver,0,False,26,83.6
T0567,2025-12-06,C0028,Wireless Mouse,24.99,2,SUMMER20,New York,20,False,25,39.984
T0108,2025-12-08,C0170,Laptop Stand,42.0,1,FREESHIP,Los Angeles,0,True,23,42.0
T0239,2025-12-08,C0013,Portable Charger,49.5,2,,New York,0,False,23,99.0
T0329,2025-12-08,C0118,Bluetooth Speaker,49.95,1,,Chicago,0,False,23,49.95
T0518,2025-12-08,C0166,T-Shirt,22.0,2,,Chicago,0,False,23,44.0
T0130,2025-12-10,C0126,Notebook Set,15.75,1,,Dallas,0,False,21,15.75
T0381,2025-12-10,C0086,Notebook Set,15.0,4,SUMMER20,Charlotte,20,False,21,48.0
T0473,2025-12-11,C0160,Phone Case,17.49,4,,Atlanta,0,False,20,69.96
T0578,2025-12-11,C0205,Yoga Mat,37.95,2,,Chicago,0,False,20,75.9
T0304,2025-12-12,C0217,Keyboard,54.99,1,,Minneapolis,0,False,19,54.99
T0399,2025-12-12,C0016,Headphones,79.99,2,,New York,0,False,19,159.98
T0044,2025-12-13,C0173,Travel Organizer,28.88,1,,San Diego,0,False,18,28.88
T0167,2025-12-13,C0230,T-Shirt,22.0,1,FREESHIP,Denver,0,True,18,22.0
T0240,2025-12-13,C0182,USB-C Cable,13.12,2,,Los Angeles,0,False,18,26.24
T0427,2025-12-13,C0196,Yoga Mat,34.5,2,,Chicago,0,False,18,69.0
T0008,2025-12-14,C0045,Desk Lamp,39.9,1,,Atlanta,0,False,17,39.9
T0054,2025-12-15,C0195,Travel Organizer,27.5,1,SAVE10,Portland,10,False,16,24.75
T0057,2025-12-15,C0167,Keyboard,60.49,3,SUMMER20,Portland,20,False,16,145.17600000000002
T0055,2025-12-16,C0171,Headphones,79.99,1,SAVE10,San Jose,10,False,15,71.991
T0095,2025-12-17,C0099,Desk Lamp,38.0,1,,Austin,0,False,14,38.0
T0188,2025-12-17,C0228,Desk Lamp,38.0,1,SAVE10,Dallas,10,False,14,34.2
T0551,2025-12-17,C0080,Bluetooth Speaker,54.95,1,,Chicago,0,False,14,54.95
T0152,2025-12-18,C0078,USB-C Cable,13.75,1,WELCOME15,Denver,15,False,13,11.6875
T0330,2025-12-21,C0235,Portable Charger,42.75,1,,Chicago,0,False,10,42.75
T0180,2025-12-22,C0209,Sunglasses,35.0,1,,Miami,0,False,9,35.0
T0235,2025-12-22,C0176,Headphones,79.99,1,,Denver,0,False,9,79.99
T0463,2025-12-22,C0163,Water Bottle,19.99,1,,Austin,0,False,9,19.99
T0214,2025-12-24,C0056,Notebook Set,15.75,1,,Boston,0,False,7,15.75
T0542,2025-12-24,C0158,Portable Charger,45.0,1,,San Antonio,0,False,7,45.0
T0052,2025-12-25,C0199,Yoga Mat,32.77,1,,Boston,0,False,6,32.77
T0112,2025-12-25,C0103,Sunglasses,36.75,1,,Phoenix,0,False,6,36.75
T0305,2025-12-25,C0110,T-Shirt,22.0,2,,Atlanta,0,False,6,44.0
T0036,2025-12-26,C0105,T-Shirt,22.0,1,,Boston,0,False,5,22.0
T0071,2025-12-26,C0006,Portable Charger,45.0,2,FREESHIP,Miami,0,True,5,90.0
T0187,2025-12-26,C0037,Desk Lamp,39.9,1,,Minneapolis,0,False,5,39.9
T0343,2025-12-26,C0216,Coffee Mug,13.95,1,,Atlanta,0,False,5,13.95
T0341,2025-12-27,C0218,Coffee Mug,13.95,3,,Boston,0,False,4,41.849999999999994
T0407,2025-12-27,C0105,Yoga Mat,34.5,2,,Denver,0,False,4,69.0
T0499,2025-12-27,C0026,Headphones,75.99,1,,Phoenix,0,False,4,75.99
T0209,2025-12-28,C0052,Desk Lamp,36.1,1,,Chicago,0,False,3,36.1
T0322,2025-12-28,C0135,Bluetooth Speaker,52.45,1,,Chicago,0,False,3,52.45
T0451,2025-12-28,C0120,Laptop Stand,44.1,1,SAVE10,Dallas,10,False,3,39.690000000000005
T0510,2025-12-28,C0220,Notebook Set,15.0,3,,San Antonio,0,False,3,45.0
T0393,2025-12-29,C0209,Backpack,64.9,3,WELCOME15,Chicago,15,False,2,165.495
T0417,2025-12-29,C0166,Yoga Mat,32.77,1,,San Antonio,0,False,2,32.77
T0502,2025-12-29,C0140,Portable Charger,45.0,1,,Seattle,0,False,2,45.0
T0299,2025-12-30,C0070,Coffee Mug,13.95,2,,Philadelphia,0,False,1,27.9
T0230,2025-12-31,C0067,Travel Organizer,27.5,3,,San Jose,0,False,0,82.5
