transaction_id,date,customer_id,product,price,quantity,coupon_code,shipping_city
T0530,2025-08-24,C0099,Running Shoes,84.55,2,,Atlanta
T0360,2025-08-25,C0041,USB-C Cable,13.12,1,SAVE10,Houston
T0450,2025-08-26,C0217,T-Shirt,23.10,1,,Minneapolis
T0265,2025-08-27,C0222,Bluetooth Speaker,49.95,2,SAVE10,Miami
T0528,2025-08-28,C0091,Bluetooth Speaker,52.45,1,,Denver
T0325,2025-08-30,C0019,Keyboard,60.49,2,SAVE10,Los Angeles
T0358,2025-08-30,C0085,Bluetooth Speaker,49.95,1,,Minneapolis
T0168,2025-08-31,C0161,Sunglasses,38.50,4,,Los Angeles
T0269,2025-08-31,C0010,Coffee Mug,14.65,1,,Dallas
T0111,2025-09-01,C0109,Backpack,64.90,1,,Charlotte
T0600,2025-09-02,C0113,Desk Lamp,38.00,2,,Charlotte
T0129,2025-09-03,C0049,Yoga Mat,37.95,1,,Philadelphia
T0348,2025-09-03,C0226,T-Shirt,22.00,1,,Portland
T0359,2025-09-03,C0092,Water Bottle,19.99,2,,Atlanta
T0285,2025-09-04,C0141,Travel Organizer,27.50,3,,Atlanta
T0565,2025-09-04,C0149,Sunglasses,35.00,4,,New York
T0573,2025-09-04,C0186,Travel Organizer,30.25,4,,Portland
T0038,2025-09-07,C0010,Notebook Set,15.75,1,,San Diego
T0186,2025-09-07,C0233,Sunglasses,36.75,3,,Dallas
T0268,2025-09-08,C0161,T-Shirt,22.00,1,FREESHIP,San Jose
T0380,2025-09-08,C0057,Desk Lamp,39.90,1,SUMMER20,San Antonio
T0535,2025-09-08,C0147,USB-C Cable,12.50,1,WELCOME15,San Antonio
T0242,2025-09-09,C0081,Water Bottle,19.99,2,,Miami
T0264,2025-09-09,C0239,Portable Charger,45.00,1,,Miami
T0309,2025-09-09,C0043,Sunglasses,33.25,1,,Seattle
T0164,2025-09-10,C0195,T-Shirt,23.10,1,SUMMER20,Nashville
T0151,2025-09-11,C0002,Headphones,83.99,4,,Minneapolis
T0184,2025-09-11,C0186,USB-C Cable,12.50,2,,Miami
T0260,2025-09-11,C0168,Portable Charger,45.00,1,,Austin
T0255,2025-09-12,C0099,Sunglasses,33.25,2,,Austin
T0104,2025-09-13,C0208,Wireless Mouse,24.99,3,SUMMER20,Phoenix
T0030,2025-09-14,C0123,Laptop Stand,42.00,4,,Charlotte
T0362,2025-09-15,C0240,Notebook Set,15.00,2,FREESHIP,Houston
T0388,2025-09-15,C0234,Water Bottle,19.99,1,,Boston
T0020,2025-09-16,C0158,Keyboard,54.99,2,,Portland
T0382,2025-09-16,C0067,Desk Lamp,38.00,2,,San Diego
T0441,2025-09-16,C0231,Coffee Mug,15.35,4,WELCOME15,Atlanta
T0448,2025-09-16,C0240,Keyboard,52.24,4,FREESHIP,New York
T0153,2025-09-17,C0078,Laptop Stand,42.00,1,,Atlanta
T0290,2025-09-17,C0234,Notebook Set,16.50,1,,Atlanta
T0508,2025-09-17,C0007,Water Bottle,20.99,2,,San Jose
T0544,2025-09-18,C0018,Portable Charger,45.00,1,,Boston
T0212,2025-09-21,C0168,Notebook Set,16.50,1,,Seattle
T0223,2025-09-21,C0105,Backpack,59.00,1,,Denver
T0058,2025-09-22,C0070,Notebook Set,15.75,2,,Austin
T0133,2025-09-22,C0227,Headphones,87.99,2,,Phoenix
T0501,2025-09-22,C0112,Coffee Mug,15.35,2,,San Jose
T0555,2025-09-22,C0100,Travel Organizer,27.50,1,,Denver
T0570,2025-09-22,C0158,Desk Lamp,38.00,1,WELCOME15,Los Angeles
T0042,2025-09-23,C0031,Laptop Stand,42.00,1,,Boston
T0215,2025-09-23,C0080,Desk Lamp,38.00,1,SUMMER20,Seattle
T0282,2025-09-25,C0111,T-Shirt,22.00,1,,Portland
T0368,2025-09-25,C0211,Notebook Set,15.00,4,,Phoenix
T0389,2025-09-25,C0170,Phone Case,17.49,1,,Los Angeles
T0182,2025-09-26,C0067,Phone Case,17.49,1,FREESHIP,Dallas
T0118,2025-09-27,C0158,T-Shirt,22.00,2,,San Diego
T0252,2025-09-27,C0193,USB-C Cable,12.50,1,,Chicago
T0433,2025-09-27,C0117,Coffee Mug,14.65,2,,Denver
T0541,2025-09-27,C0127,Coffee Mug,14.65,1,SAVE10,Seattle
T0181,2025-09-28,C0106,Bluetooth Speaker,54.95,1,FREESHIP,Atlanta
T0294,2025-09-28,C0080,Yoga Mat,34.50,2,,Los Angeles
T0014,2025-09-29,C0004,Bluetooth Speaker,49.95,4,,Atlanta
T0199,2025-09-30,C0103,USB-C Cable,12.50,1,,Miami
T0103,2025-10-02,C0126,Portable Charger,45.00,1,WELCOME15,Denver
T0162,2025-10-02,C0166,Wireless Mouse,24.99,1,,Miami
T0415,2025-10-02,C0142,Wireless Mouse,23.74,1,,Boston
T0557,2025-10-03,C0016,Coffee Mug,15.35,2,,Charlotte
T0106,2025-10-04,C0062,Water Bottle,19.99,3,,Chicago
T0249,2025-10-04,C0216,Sunglasses,35.00,1,,Denver
T0352,2025-10-05,C0107,Sunglasses,35.00,1,,Nashville
T0377,2025-10-05,C0161,Coffee Mug,13.95,1,,Nashville
T0526,2025-10-05,C0087,Backpack,59.00,3,,Houston
T0049,2025-10-06,C0179,Yoga Mat,34.50,3,,Phoenix
T0093,2025-10-06,C0077,Running Shoes,93.45,2,,Minneapolis
T0105,2025-10-06,C0109,Backpack,59.00,1,,Minneapolis
T0405,2025-10-06,C0139,Travel Organizer,27.50,1,,Atlanta
T0435,2025-10-07,C0127,Desk Lamp,38.00,1,,Houston
T0477,2025-10-07,C0044,Portable Charger,45.00,2,,Phoenix
T0221,2025-10-08,C0152,Backpack,59.00,1,,San Antonio
T0411,2025-10-08,C0097,Coffee Mug,14.65,1,,Los Angeles
T0185,2025-10-09,C0240,Sunglasses,38.50,1,,Philadelphia
T0471,2025-10-09,C0015,USB-C Cable,12.50,1,SUMMER20,Boston
T0148,2025-10-10,C0221,Desk Lamp,38.00,1,,San Diego
T0046,2025-10-11,C0236,Running Shoes,89.00,2,,Chicago
T0437,2025-10-11,C0032,Yoga Mat,32.77,1,,Los Angeles
T0005,2025-10-13,C0161,Phone Case,18.36,3,,Nashville
T0126,2025-10-14,C0017,Backpack,64.90,3,FREESHIP,Portland
T0563,2025-10-14,C0020,Yoga Mat,34.50,1,,Phoenix
T0459,2025-10-15,C0097,Water Bottle,19.99,2,,Charlotte
T0316,2025-10-18,C0072,Desk Lamp,38.00,1,,San Diego
T0064,2025-10-19,C0238,T-Shirt,24.20,2,SAVE10,Nashville
T0429,2025-10-19,C0229,T-Shirt,22.00,3,,Dallas
T0206,2025-10-20,C0062,Wireless Mouse,24.99,1,SAVE10,Houston
T0178,2025-10-22,C0127,Notebook Set,15.75,1,,San Jose
T0436,2025-10-22,C0203,Desk Lamp,41.80,1,SAVE10,New York
T0479,2025-10-22,C0214,Desk Lamp,38.00,2,,San Diego
T0070,2025-10-23,C0145,Sunglasses,35.00,1,SAVE10,Boston
T0135,2025-10-23,C0171,Laptop Stand,42.00,2,,San Diego
T0146,2025-10-23,C0115,Wireless Mouse,24.99,2,,San Jose
T0470,2025-10-24,C0080,Water Bottle,19.99,1,,Austin
T0003,2025-10-25,C0015,Sunglasses,35.00,2,,Los Angeles
T0131,2025-10-26,C0215,T-Shirt,22.00,1,,Portland
T0599,2025-10-26,C0204,Yoga Mat,37.95,2,FREESHIP,Dallas
T0013,2025-10-27,C0111,Keyboard,54.99,2,SAVE10,Portland
T0580,2025-10-27,C0018,Running Shoes,84.55,2,,Seattle
T0597,2025-10-27,C0154,Notebook Set,14.25,1,SUMMER20,San Antonio
T0491,2025-10-28,C0081,Portable Charger,45.00,4,,Seattle
T0107,2025-10-29,C0220,Headphones,79.99,3,,New York
T0197,2025-10-29,C0064,Travel Organizer,30.25,1,,Minneapolis
T0492,2025-10-29,C0028,Notebook Set,16.50,1,,San Diego
T0592,2025-10-29,C0018,Portable Charger,45.00,3,,Chicago
T0236,2025-10-30,C0219,Keyboard,57.74,1,,Austin
T0327,2025-10-31,C0002,Water Bottle,19.99,2,,Atlanta
T0496,2025-10-31,C0016,Desk Lamp,38.00,2,WELCOME15,Los Angeles
T0081,2025-11-01,C0111,USB-C Cable,12.50,5,,Houston
T0006,2025-11-02,C0039,Keyboard,57.74,1,,Portland
T0400,2025-11-03,C0057,Portable Charger,45.00,1,,San Jose
T0068,2025-11-04,C0172,Laptop Stand,42.00,2,SUMMER20,Miami
T0150,2025-11-04,C0240,Running Shoes,93.45,1,,San Antonio
T0166,2025-11-04,C0182,Keyboard,54.99,1,SUMMER20,Boston
T0310,2025-11-04,C0173,USB-C Cable,12.50,3,,San Jose
T0059,2025-11-05,C0064,Wireless Mouse,27.49,2,,San Diego
T0345,2025-11-06,C0156,Travel Organizer,27.50,1,,Austin
T0096,2025-11-07,C0217,Coffee Mug,13.25,2,,Houston
T0139,2025-11-07,C0001,Water Bottle,20.99,2,,Atlanta
T0472,2025-11-07,C0157,Backpack,59.00,1,FREESHIP,Houston
T0246,2025-11-08,C0185,Sunglasses,35.00,4,SAVE10,Miami
T0303,2025-11-08,C0117,Running Shoes,89.00,3,,Atlanta
T0125,2025-11-10,C0037,Keyboard,54.99,3,,Denver
T0080,2025-11-11,C0217,Phone Case,19.24,1,SAVE10,Nashville
T0192,2025-11-11,C0143,Coffee Mug,13.95,1,,Charlotte
T0586,2025-11-11,C0145,Phone Case,19.24,2,FREESHIP,Houston
T0237,2025-11-12,C0171,Running Shoes,84.55,2,FREESHIP,Boston
T0143,2025-11-13,C0173,Running Shoes,89.00,1,,New York
T0034,2025-11-14,C0072,Wireless Mouse,26.24,3,FREESHIP,Minneapolis
T0351,2025-11-14,C0095,Travel Organizer,27.50,1,SUMMER20,Boston
T0350,2025-11-15,C0175,Notebook Set,14.25,3,SUMMER20,Los Angeles
T0069,2025-11-17,C0118,Running Shoes,89.00,2,,Minneapolis
T0137,2025-11-17,C0036,Backpack,61.95,2,WELCOME15,Nashville
T0155,2025-11-17,C0235,Keyboard,57.74,1,WELCOME15,Nashville
T0170,2025-11-17,C0187,Running Shoes,89.00,1,,San Antonio
T0232,2025-11-17,C0068,Phone Case,17.49,2,,Seattle
T0498,2025-11-17,C0105,Yoga Mat,34.50,5,,Philadelphia
T0274,2025-11-18,C0006,Keyboard,52.24,2,WELCOME15,Denver
T0276,2025-11-18,C0032,Laptop Stand,42.00,3,,Philadelphia
T0224,2025-11-19,C0086,Sunglasses,35.00,4,,San Antonio
T0270,2025-11-19,C0093,Portable Charger,49.50,2,,Nashville
T0424,2025-11-19,C0177,Water Bottle,20.99,1,,Atlanta
T0497,2025-11-19,C0103,Yoga Mat,32.77,1,,Chicago
T0288,2025-11-23,C0216,Running Shoes,84.55,1,,Denver
T0334,2025-11-23,C0065,Running Shoes,84.55,1,SAVE10,Miami
T0549,2025-11-24,C0090,Yoga Mat,37.95,2,,Los Angeles
T0456,2025-11-25,C0090,Yoga Mat,34.50,2,,Boston
T0040,2025-11-26,C0129,Sunglasses,33.25,1,FREESHIP,Charlotte
T0109,2025-11-26,C0110,Keyboard,60.49,1,,Seattle
T0227,2025-11-27,C0067,Backpack,59.00,1,,Phoenix
T0263,2025-11-29,C0204,Phone Case,17.49,2,,Atlanta
T0476,2025-11-29,C0138,Travel Organizer,27.50,1,,Boston
T0372,2025-11-30,C0078,Bluetooth Speaker,52.45,2,,Denver
T0401,2025-11-30,C0039,USB-C Cable,12.50,1,SAVE10,Phoenix
T0119,2025-12-01,C0233,Wireless Mouse,27.49,1,,Houston
T0566,2025-12-01,C0013,Bluetooth Speaker,49.95,4,WELCOME15,New York
T0404,2025-12-03,C0029,Bluetooth Speaker,49.95,3,SUMMER20,Seattle
T0033,2025-12-05,C0180,Portable Charger,45.00,2,,Atlanta
T0156,2025-12-05,C0098,Laptop Stand,42.00,2,,Chicago
T0302,2025-12-05,C0153,Yoga Mat,34.50,1,,Minneapolis
T0383,2025-12-05,C0080,T-Shirt,20.90,4,,Denver
T0567,2025-12-06,C0028,Wireless Mouse,24.99,2,SUMMER20,New York
T0108,2025-12-08,C0170,Laptop Stand,42.00,1,FREESHIP,Los Angeles
T0239,2025-12-08,C0013,Portable Charger,49.50,2,,New York
T0329,2025-12-08,C0118,Bluetooth Speaker,49.95,1,,Chicago
T0518,2025-12-08,C0166,T-Shirt,22.00,2,,Chicago
T0130,2025-12-10,C0126,Notebook Set,15.75,1,,Dallas
T0381,2025-12-10,C0086,Notebook Set,15.00,4,SUMMER20,Charlotte
T0473,2025-12-11,C0160,Phone Case,17.49,4,,Atlanta
T0578,2025-12-11,C0205,Yoga Mat,37.95,2,,Chicago
T0304,2025-12-12,C0217,Keyboard,54.99,1,,Minneapolis
T0399,2025-12-12,C0016,Headphones,79.99,2,,New York
T0044,2025-12-13,C0173,Travel Organizer,28.88,1,,San Diego
T0167,2025-12-13,C0230,T-Shirt,22.00,1,FREESHIP,Denver
T0240,2025-12-13,C0182,USB-C Cable,13.12,2,,Los Angeles
T0427,2025-12-13,C0196,Yoga Mat,34.50,2,,Chicago
T0008,2025-12-14,C0045,Desk Lamp,39.90,1,,Atlanta
T0054,2025-12-15,C0195,Travel Organizer,27.50,1,SAVE10,Portland
T0057,2025-12-15,C0167,Keyboard,60.49,3,SUMMER20,Portland
T0055,2025-12-16,C0171,Headphones,79.99,1,SAVE10,San Jose
T0095,2025-12-17,C0099,Desk Lamp,38.00,1,,Austin
T0188,2025-12-17,C0228,Desk Lamp,38.00,1,SAVE10,Dallas
T0551,2025-12-17,C0080,Bluetooth Speaker,54.95,1,,Chicago
T0152,2025-12-18,C0078,USB-C Cable,13.75,1,WELCOME15,Denver
T0330,2025-12-21,C0235,Portable Charger,42.75,1,,Chicago
T0180,2025-12-22,C0209,Sunglasses,35.00,1,,Miami
T0235,2025-12-22,C0176,Headphones,79.99,1,,Denver
T0463,2025-12-22,C0163,Water Bottle,19.99,1,,Austin
T0214,2025-12-24,C0056,Notebook Set,15.75,1,,Boston
T0542,2025-12-24,C0158,Portable Charger,45.00,1,,San Antonio
T0052,2025-12-25,C0199,Yoga Mat,32.77,1,,Boston
T0112,2025-12-25,C0103,Sunglasses,36.75,1,,Phoenix
T0305,2025-12-25,C0110,T-Shirt,22.00,2,,Atlanta
T0036,2025-12-26,C0105,T-Shirt,22.00,1,,Boston
T0071,2025-12-26,C0006,Portable Charger,45.00,2,FREESHIP,Miami
T0187,2025-12-26,C0037,Desk Lamp,39.90,1,,Minneapolis
T0343,2025-12-26,C0216,Coffee Mug,13.95,1,,Atlanta
T0341,2025-12-27,C0218,Coffee Mug,13.95,3,,Boston
T0407,2025-12-27,C0105,Yoga Mat,34.50,2,,Denver
T0499,2025-12-27,C0026,Headphones,75.99,1,,Phoenix
T0209,2025-12-28,C0052,Desk Lamp,36.10,1,,Chicago
T0322,2025-12-28,C0135,Bluetooth Speaker,52.45,1,,Chicago
T0451,2025-12-28,C0120,Laptop Stand,44.10,1,SAVE10,Dallas
T0510,2025-12-28,C0220,Notebook Set,15.00,3,,San Antonio
T0393,2025-12-29,C0209,Backpack,64.90,3,WELCOME15,Chicago
T0417,2025-12-29,C0166,Yoga Mat,32.77,1,,San Antonio
T0502,2025-12-29,C0140,Portable Charger,45.00,1,,Seattle
T0299,2025-12-30,C0070,Coffee Mug,13.95,2,,Philadelphia
T0230,2025-12-31,C0067,Travel Organizer,27.50,3,,San Jose
